Wavelength,H2O_NH3_Schutte,H2O_CH3OH_8p,pyroxene,CO_CO2_15Kbs,CO,olivine,H2O_CH4_10_06_a_V3,CO_CH3OH_4_1_15K_bs,all
2.70028,0.0237460056821364,0.0096676390807466,0.0212483632552173,0.1228634514604538,-0.0002129911380471,0.0038562626262626,0.02864633323125,0.0017524431320817,0.2115675073301015
2.701647,0.0236069694344976,0.0108014694181247,0.0212483632552173,0.0059660100857122,0.0004877996259259,0.0038562626262626,0.0118624465910606,0.001800201593412,0.0796295226302132
2.703014,0.0232997042751251,0.0127737171546389,0.0212483632552173,0.0023154794388603,0.00014397701734,0.0038562626262626,0.0132116888862525,0.0018089735556972,0.0786581662093942
2.704381,0.022812335222014,0.0128971272593875,0.0212483632552173,0.0013886916583126,0.0003719024949494,0.0038562626262626,0.0143392085622345,0.0019454263023554,0.0788593173807337
2.705747,0.0219563469358393,0.0125484937134726,0.0212483632552173,0.0100337442350614,-0.000207541560101,0.0038562626262626,0.0151155241928013,0.0020906510112988,0.0866418444098526
2.707114,0.0213116343711656,0.0118180601559916,0.0212483632552173,-0.0009059276054228,0.0001666905254208,0.0038562626262626,0.016005279302964,0.0021267135229156,0.0756270761545149
2.708481,0.0205694479958696,0.0099190871691719,0.0212483632552173,0.0097148815581527,-0.000735485023569,0.0038562626262626,0.0163541916417206,0.0022417236950989,0.0831684729179249
2.709848,0.0201538236257038,0.0082113998447126,0.0212483632552173,-0.0063146730127992,0.0001338682582491,0.0038562626262626,0.0170371202259536,0.002167649346913,0.0664938141702131
2.711215,0.019865855312089,0.0088893841076754,0.0212483632552173,-0.0075126430699702,-0.0003618769355218,0.0038562626262626,0.0169024824597667,0.0023577085297584,0.0652455362852775
2.712582,0.0195699703438043,0.0119021332898516,0.0212483632552173,0.001343991283045,-0.0007286626511784,0.0038562626262626,0.0163971611415675,0.0022290530829092,0.0758182723714794
2.713949,0.0196798139273481,0.0122384258252917,0.0212483632552173,-0.0043806367762222,-0.000180210470707,0.0038562626262626,0.0173270211182538,0.0021442574474859,0.0719332969529304
2.715315,0.0196154911081558,0.0118134322770635,0.0212483632552173,0.0014333920335802,3.0367877104377103e-05,0.0038562626262626,0.0171763414054575,0.0023742777918526,0.0775479283746942
2.716682,0.0201741100532953,0.0113082221607488,0.0212483632552173,0.0146051026124253,-0.0001605337503367,0.0038562626262626,0.0174519191311421,0.0024678453895611,0.090951291478316
2.718049,0.020371531629124,0.0104420374880443,0.0212483632552173,0.0007301061293703,0.0001364474478114,0.0038562626262626,0.0181417228353506,0.002736852232973,0.0776633236441538
2.719416,0.0210642389127336,0.0083240115652957,0.0212483632552173,-0.024191843094811,-5.6575771043771046e-05,0.0038562626262626,0.0188636104327781,0.0034805197022601,0.0525885876286929
2.720783,0.0217802013694358,0.0085584907643182,0.0212483632552173,-0.0090443759291391,-0.0003333394510101,0.0038562626262626,0.019598675343492,0.0040263306888929,0.0696906086674697
2.72215,0.02245954929829,0.0118712807636645,0.0212483632552173,-0.0085526718011958,-0.0003221490962962,0.0038562626262626,0.0209542198319947,0.0043976770922985,0.0759125319702357
2.723517,0.023223506473928,0.0115218759045949,0.0212483632552173,-0.0071341798927048,-0.0002102455491582,0.0038562626262626,0.0222748157939554,0.0048021620198924,0.0795825606319877
2.724883,0.0241101717969483,0.0123464096669467,0.0006170524689315,-0.0230206932628006,0.0006784932542087,0.0009153224969696,0.0235776510293126,0.0052046976225341,0.0444291050730512
2.72625,0.0249686340377073,0.0157309317896782,0.0006170524689315,-0.0307866384592871,-1.8220726262626263e-05,0.0009153224969696,0.0248701735847066,0.0050887127878746,0.0413859679803183
2.727617,0.0256811329579914,0.0176160211397137,0.0006170524689315,-0.0065739351893512,-0.0003532241705387,0.0009153224969696,0.0259106084076656,0.0051276992869198,0.068940677398302
2.728984,0.0266593346006315,0.0180286736774669,0.0006170524689315,-0.010981392190734,0.0003106675427609,0.0009153224969696,0.0271492758565849,0.0049922212027378,0.0676911556553494
2.730351,0.0277968589185018,0.0188107852163114,0.0006170524689315,0.011920100071353,0.0002746004887205,0.0009153224969696,0.0275285533085666,0.0051452432114902,0.093008516180845
2.731718,0.028843836498586,0.0196160361497963,0.0006170524689315,-0.0154186494422951,0.0003553873617845,0.0009153224969696,0.0282533055393172,0.0052924172453858,0.0684747083184761
2.733085,0.0299160484154303,0.0201389864686687,0.0006170524689315,-0.0143756406860517,-0.000343323410606,0.0009153224969696,0.0288353990305762,0.0055760440259396,0.0712798888098583
2.734451,0.0307581825559328,0.0202446563708597,0.0006170524689315,-0.0082010288490909,0.0002448982089225,0.0009153224969696,0.0294129091085182,0.0059737063162006,0.0799656986772444
2.735818,0.0317705247718365,0.0222392721888596,0.0006170524689315,-0.0038829725982432,2.3004706902356904e-05,0.0009153224969696,0.0292175411158811,0.0062622064091351,0.0871619515602728
2.737185,0.0329486219448897,0.0235312217229469,0.0006170524689315,-0.0067020762651182,0.0004464077934343,0.0009153224969696,0.0290926431029929,0.0064727335039792,0.0873219267690261
2.738552,0.0340045057614774,0.022490720277285,0.0006170524689315,-0.0143875607861231,-0.0001869496434343,0.0009153224969696,0.0288353990305762,0.0066686406616813,0.0789571302673638
2.739919,0.03543197755663,0.0232936572713058,0.0006170524689315,-0.0088596143780331,-0.0004097583417508,0.0009153224969696,0.0289711826500924,0.006921078242999,0.0868808979671445
2.741286,0.0365363508830704,0.0271332541552979,0.0006170524689315,-0.0217065022299339,-0.0004288942643097,0.0009153224969696,0.028999256056659,0.0067154244605356,0.0787812640272205
2.742653,0.0378272603851686,0.0312690352906867,0.0006170524689315,-0.0090980163794602,8.769244511784512e-05,0.0009153224969696,0.029210093069241,0.0064590882293134,0.0972875280059686
2.744019,0.0391087688598463,0.0336084280888281,0.0006170524689315,0.0120899614973698,-0.000379681663468,0.0009153224969696,0.0296884868342029,0.0062047013230435,0.1218530399057239
2.745386,0.040550589591588,0.0355397962281443,0.0006170524689315,0.0041124345246168,-0.0004253998784511,0.0009153224969696,0.0298214058203959,0.0058323802571618,0.1169635815093569
2.746753,0.041939962486142,0.0378406233685518,0.0006170524689315,-0.019751605818232,-0.0002070839619528,0.0009153224969696,0.0304997509913119,0.0055419308392751,0.0973959528709972
2.74812,0.0434688664192517,0.0403959838500033,0.0006170524689315,-0.010373467087095,-0.0001229275025252,0.0009153224969696,0.031171793968917,0.0050214610770217,0.1110940856914748
2.749487,0.0449388902332547,0.0428873253396165,0.0006170524689315,-0.0269483662363114,0.0004277294690235,0.0009153224969696,0.0324860877375667,0.0048625910934125,0.1001866326024638
2.750854,0.0463955546925022,0.0444955132671222,0.0006170524689315,0.0061418315617646,-7.591969276094276e-05,0.0009153224969696,0.0331185987753127,0.0047300369966588,0.1363379905665011
2.752221,0.0480555782185809,0.046418396961737,0.0006170524689315,-0.0118068591206752,0.0004511085744107,0.0009153224969696,0.0344695598504985,0.0052797466331961,0.1243999060836494
2.753587,0.0497363829631679,0.0477882491244469,0.0006170524689315,-0.0315733650639964,0.0002502229873737,0.0009153224969696,0.0358417192122754,0.0064795561413121,0.1100551403304809
2.754954,0.0514656772176075,0.0484816596505033,0.0006170524689315,-0.0143935208361588,-0.000378849666835,0.0009153224969696,0.0375587804261565,0.0091949657998103,0.133461087556985
2.756321,0.0532073412449687,0.0534558581850282,0.0006170524689315,-0.0275384111898434,0.0002113687446127,0.0009153224969696,0.0388461466415689,0.012529286130651,0.1322439647228875
2.757688,0.055043510337451,0.0589337242095584,0.0006170524689315,-0.0145067617868366,-0.0007085699324915,0.0009153224969696,0.0401988264967485,0.0159191622226311,0.1564122665129621
2.759055,0.0566426745807554,0.061659544898194,0.0006170524689315,-0.0012933308577418,-0.0002817556597643,0.0009153224969696,0.0421106827766021,0.0183168319139108,0.1786870226178576
2.760422,0.0588395462516315,0.0634489914170493,0.0006170524689315,0.0069017379413134,-7.171810976430976e-05,0.0009153224969696,0.0438655571503485,0.0194493897111739,0.1939658793276536
2.761788,0.0606509757982705,0.0653402512723222,0.0006170524689315,-0.0062342123373176,-6.119335235690236e-05,0.0009153224969696,0.0458501751166095,0.0196852580303973,0.1867636294938264
2.763155,0.062719201830762,0.0685851657140568,0.0006170524689315,-0.0003695231022119,-0.0006515365632996,0.0009153224969696,0.047644581430215,0.0197554337286787,0.1992156980041023
