2.700279999999999792e+00 5.525892637964493565e-05 7.115032399638466717e-03 5.190975286756624972e-03 2.636129860191367648e-04 -5.524091305509247346e-30 2.043885953035296266e-15 2.519094844509517014e-95 5.837054589426058647e-17 0.000000000000000000e+00 1.262487959879597492e-02 2.883000000000000146e-02
2.701646999999999910e+00 6.144184239878349785e-05 7.412517881432543684e-03 5.267590979199987533e-03 2.664413218715285274e-04 -6.130907181942959831e-30 2.144698853552111019e-15 3.009405074924077896e-95 5.981091668162741347e-17 0.000000000000000000e+00 1.300799202490504625e-02 1.193850299999999962e-02
2.703014000000000028e+00 6.827072984523205638e-05 7.721182978598557269e-03 5.345104158728070445e-03 2.692960910668105914e-04 -6.803798859491146381e-30 2.250399419535832419e-15 3.594883988718776004e-95 6.128629658790940172e-17 0.000000000000000000e+00 1.340385395824098165e-02 1.329639600000000026e-02
2.704381000000000146e+00 7.580771212621602924e-05 8.041390523124239062e-03 5.423521215543391887e-03 2.721774934345616765e-04 -7.549896931431863657e-30 2.361220371263399069e-15 4.293952256097571500e-95 6.279752317236660539e-17 0.000000000000000000e+00 1.381289694423083227e-02 1.443114480000000019e-02
2.705747000000000124e+00 8.411390839495811714e-05 8.373265260735540325e-03 5.502790150065915015e-03 2.750835924612768379e-04 -8.376457604461271734e-30 2.477318286011734330e-15 5.127919806462516463e-95 6.434430771890281441e-17 0.000000000000000000e+00 1.423525291166023200e-02 1.521243780000000080e-02
2.707113999999999798e+00 9.327471430613952150e-05 8.717674469126333175e-03 5.583033356417511223e-03 2.780188447005908802e-04 -9.293421661647499899e-30 2.599117947485577151e-15 6.124205867976266857e-95 6.592979180849526031e-17 0.000000000000000000e+00 1.467200138455323870e-02 1.610789760000000057e-02
2.708480999999999916e+00 1.033638245768607776e-04 9.074770791085273042e-03 5.664199448068638586e-03 2.809813352830057578e-04 -1.030988264844599831e-29 2.726803198325488378e-15 7.313519750503846370e-95 6.755375467194998379e-17 0.000000000000000000e+00 1.512331539901657328e-02 1.645904700000000095e-02
2.709848000000000035e+00 1.144673797638450321e-04 9.444955146860598005e-03 5.746294704894157682e-03 2.839712679197347331e-04 -1.143653947663429674e-29 2.860653312260152606e-15 8.733155570480259195e-95 6.921711546174705527e-17 0.000000000000000000e+00 1.558968849944126524e-02 1.714635419999999827e-02
2.711215000000000153e+00 1.266786543545359652e-04 9.828638316076903150e-03 5.829325375375802275e-03 2.869888472888424509e-04 -1.268523089826737089e-29 3.000960562842427217e-15 1.042759260850930192e-94 7.092081492414470358e-17 0.000000000000000000e+00 1.607163119309915414e-02 1.701085319999999859e-02
2.712581999999999827e+00 1.400985594432512860e-04 1.022624106671539759e-02 5.913297675048344998e-03 2.900342790335728809e-04 -1.406905579278602683e-29 3.148030816413652793e-15 1.244987569452733048e-94 7.266581589768900729e-17 0.000000000000000000e+00 1.656967158024378814e-02 1.650229199999999827e-02
