2.700279999999999792e+00 7.655175427017234053e-07 1.940080762787757193e-02 5.926811462544736438e-07 3.215368556121297120e-156 1.940216582656652949e-02 2.379443360000000132e-02
2.701646999999999910e+00 8.876945016468102921e-07 2.002634853840012247e-02 6.186401862330999458e-07 3.755128415805986392e-156 2.002785487308800239e-02 2.365511379999999872e-02
2.703014000000000028e+00 1.028453993621989905e-06 2.066948793559407818e-02 6.456874700108894433e-07 4.385348505820034224e-156 2.067116207705771078e-02 2.334722200000000081e-02
2.704381000000000146e+00 1.190471943680763820e-06 2.133062845407461550e-02 6.738664034773756061e-07 5.121164405982709145e-156 2.133249279242177207e-02 2.285885899999999873e-02
2.705747000000000124e+00 1.376639937026111704e-06 2.200967486952482705e-02 7.032001108329629613e-07 5.979561641907012392e-156 2.201175470957268676e-02 2.200112499999999985e-02
2.707113999999999798e+00 1.590672806893664338e-06 2.270803592330836174e-02 7.337782429009774306e-07 6.982396974075285589e-156 2.271036037435815447e-02 2.135509760000000104e-02
2.708480999999999916e+00 1.836345121738250609e-06 2.342564212692292702e-02 7.656282426496421722e-07 8.153142102377834840e-156 2.342824410028731402e-02 2.061139760000000112e-02
2.709848000000000035e+00 2.118071961507665736e-06 2.416292034610878492e-02 7.988004032114887336e-07 9.519864644182178095e-156 2.416583721847350569e-02 2.019492560000000006e-02
2.711215000000000153e+00 2.440844280364825665e-06 2.492030345386437445e-02 8.333468928307096525e-07 1.111531619773544221e-155 2.492357764503756734e-02 1.990636999999999962e-02
2.712581999999999827e+00 2.810298116623350558e-06 2.569823030080634410e-02 8.693218200127865341e-07 1.297771271411682711e-155 2.570190992074298034e-02 1.960988160000000022e-02
2.713948999999999945e+00 3.232791294456745749e-06 2.649714568082539232e-02 9.067813007462494483e-07 1.515164466541178612e-155 2.650128525342059296e-02 1.971994919999999971e-02
2.715314999999999923e+00 3.715111301248040503e-06 2.731689223198675506e-02 9.457544181656710092e-07 1.768713522397374774e-155 2.732155309770616797e-02 1.965549520000000119e-02
2.716682000000000041e+00 4.266024069025532396e-06 2.815912644642147578e-02 9.863585375548923818e-07 2.064855668786501160e-155 2.816437882902805487e-02 2.021525340000000087e-02
2.718049000000000159e+00 4.894267813342237639e-06 2.902371847831065887e-02 1.028628261297217414e-06 2.410500305386526934e-155 2.902964137438529893e-02 2.041307759999999930e-02
2.719415999999999833e+00 5.610029120530764649e-06 2.991113644863997376e-02 1.072628449337863737e-06 2.813908476210051641e-155 2.991781910620984475e-02 2.110719759999999875e-02
2.720782999999999952e+00 6.424738529707938260e-06 3.082185417517040865e-02 1.118426338332185987e-06 3.284717549696084763e-155 3.082939734003844676e-02 2.182462019999999864e-02
2.722150000000000070e+00 7.351208767297818645e-06 3.175635110733143057e-02 1.166091622575295502e-06 3.834170137578704051e-155 3.176486840772130282e-02 2.250535359999999985e-02
2.723517000000000188e+00 8.403786526962351769e-06 3.271511225557548197e-02 1.215696537443166683e-06 4.475381025177369233e-155 3.272473173863989226e-02 2.327086880000000038e-02
2.724883000000000166e+00 9.597588709023683714e-06 3.369789947657235440e-02 1.267277429306685743e-06 5.223057729511866217e-155 3.370876434271068839e-02 2.415934239999999872e-02
2.726249999999999840e+00 1.095228122701238863e-05 3.470664729104684654e-02 1.320987349186483929e-06 6.096127551298872181e-155 3.471892055962304963e-02 2.501955540000000075e-02
2.727616999999999958e+00 1.248705416239670937e-05 3.574114655853611461e-02 1.376869665981907985e-06 7.114895912042408670e-155 3.575501048236449236e-02 2.573350740000000109e-02
2.728984000000000076e+00 1.422421672551480430e-05 3.680190370851203763e-02 1.435007664304432409e-06 8.303636760296556752e-155 3.681756293290185805e-02 2.671370400000000131e-02
2.730351000000000194e+00 1.618861455180244371e-05 3.788943029121872447e-02 1.495487627104505258e-06 9.690661442764494028e-155 3.790711439339763261e-02 2.785354820000000148e-02
2.731717999999999869e+00 1.840788791833366489e-05 3.900424287142158913e-02 1.558398935673605102e-06 1.130898910665592230e-154 3.902420915827559816e-02 2.890266099999999963e-02
2.733084999999999987e+00 2.091275245136683844e-05 4.014686291584855515e-02 1.623834172671030614e-06 1.319712823404959554e-154 4.016939950247259278e-02 2.997705960000000142e-02
2.734450999999999965e+00 2.373511177337052632e-05 4.131694960278538276e-02 1.691838462503337279e-06 1.539824895607643091e-154 4.134237655302126085e-02 3.082091119999999865e-02
2.735818000000000083e+00 2.691687966993295977e-05 4.251674667185705719e-02 1.762610617379978709e-06 1.796791032025050673e-154 4.254542616214437162e-02 3.183531800000000134e-02
2.737185000000000201e+00 3.049798184082190512e-05 4.374594340143135585e-02 1.836204657648128803e-06 2.096568671790441729e-154 4.377827758792982721e-02 3.301581779999999966e-02
2.738551999999999875e+00 3.452474238294413742e-05 4.500507960762773624e-02 1.912727062317254958e-06 2.446278503794105953e-154 4.504151707707299696e-02 3.407385500000000012e-02
2.739918999999999993e+00 3.904835549387328735e-05 4.629469934773453033e-02 1.992288075032413846e-06 2.854223597774418987e-154 4.633573999130343596e-02 3.550423800000000046e-02
2.741286000000000111e+00 4.412533412346456816e-05 4.761535076776313852e-02 2.075001826982098378e-06 3.330085407653622847e-154 4.766155110371358278e-02 3.661086360000000151e-02
2.742652999999999786e+00 4.981799240731406948e-05 4.896758594304949364e-02 2.160986463425805855e-06 3.885152211605392179e-154 4.901956492192023618e-02 3.790440579999999893e-02
2.744019000000000208e+00 5.619003055925518846e-05 5.035093611870371244e-02 2.250297620724607592e-06 4.532074380095021843e-154 5.040937644688368857e-02 3.918852779999999758e-02
