0.4958 0.7716 0.4242 2.9795 0.0425 0.0781 0.5766 0.9770 0.0000
0.4957 0.7715 0.4241 2.9793 0.0425 0.0781 0.5766 0.9769 0.0137
0.4957 0.7715 0.4241 2.9791 0.0425 0.0781 0.5765 0.9768 0.0275
0.4957 0.7714 0.4241 2.9789 0.0425 0.0781 0.5765 0.9768 0.0412
0.4956 0.7714 0.4241 2.9787 0.0425 0.0781 0.5764 0.9767 0.0550
0.4956 0.7713 0.4240 2.9785 0.0425 0.0781 0.5764 0.9766 0.0687
0.4956 0.7713 0.4240 2.9783 0.0425 0.0780 0.5764 0.9766 0.0825
0.4955 0.7712 0.4240 2.9781 0.0425 0.0780 0.5763 0.9765 0.0962
0.4955 0.7712 0.4239 2.9779 0.0425 0.0780 0.5763 0.9764 0.1100
0.4955 0.7711 0.4239 2.9777 0.0425 0.0780 0.5762 0.9764 0.1238
0.4954 0.7711 0.4239 2.9775 0.0425 0.0780 0.5762 0.9763 0.1376
0.4954 0.7710 0.4239 2.9773 0.0425 0.0780 0.5762 0.9762 0.1514
0.4954 0.7710 0.4238 2.9771 0.0425 0.0780 0.5761 0.9762 0.1652
0.4953 0.7709 0.4238 2.9769 0.0425 0.0780 0.5761 0.9761 0.1790
0.4953 0.7709 0.4238 2.9767 0.0424 0.0780 0.5760 0.9760 0.1928
0.4953 0.7708 0.4237 2.9765 0.0424 0.0780 0.5760 0.9760 0.2066
0.4952 0.7708 0.4237 2.9763 0.0424 0.0780 0.5760 0.9759 0.2204
0.4952 0.7707 0.4237 2.9761 0.0424 0.0780 0.5759 0.9758 0.2342
0.4952 0.7707 0.4237 2.9759 0.0424 0.0780 0.5759 0.9758 0.2481
0.4951 0.7706 0.4236 2.9757 0.0424 0.0780 0.5759 0.9757 0.2619
0.4951 0.7706 0.4236 2.9755 0.0424 0.0780 0.5758 0.9757 0.2758
0.4951 0.7705 0.4236 2.9753 0.0424 0.0780 0.5758 0.9756 0.2896
0.4950 0.7705 0.4235 2.9751 0.0424 0.0780 0.5757 0.9755 0.3035
0.4950 0.7704 0.4235 2.9749 0.0424 0.0780 0.5757 0.9755 0.3173
0.4950 0.7704 0.4235 2.9747 0.0424 0.0780 0.5757 0.9754 0.3312
0.4949 0.7703 0.4235 2.9745 0.0424 0.0779 0.5756 0.9753 0.3451
0.4949 0.7702 0.4234 2.9743 0.0424 0.0779 0.5756 0.9753 0.3590
0.4949 0.7702 0.4234 2.9741 0.0424 0.0779 0.5755 0.9752 0.3728
0.4948 0.7701 0.4234 2.9739 0.0424 0.0779 0.5755 0.9751 0.3867
0.4948 0.7701 0.4233 2.9737 0.0424 0.0779 0.5755 0.9751 0.4006
0.4948 0.7700 0.4233 2.9735 0.0424 0.0779 0.5754 0.9750 0.4145
0.4947 0.7700 0.4233 2.9733 0.0424 0.0779 0.5754 0.9749 0.4284
0.4947 0.7699 0.4233 2.9731 0.0424 0.0779 0.5754 0.9749 0.4424
0.4947 0.7699 0.4232 2.9729 0.0424 0.0779 0.5753 0.9748 0.4563
0.4946 0.7698 0.4232 2.9727 0.0424 0.0779 0.5753 0.9747 0.4702
0.4946 0.7698 0.4232 2.9725 0.0424 0.0779 0.5752 0.9747 0.4841
0.4946 0.7697 0.4231 2.9722 0.0424 0.0779 0.5752 0.9746 0.4981
0.4945 0.7697 0.4231 2.9720 0.0424 0.0779 0.5752 0.9745 0.5120
0.4945 0.7696 0.4231 2.9718 0.0424 0.0779 0.5751 0.9745 0.5260
0.4945 0.7696 0.4231 2.9716 0.0424 0.0779 0.5751 0.9744 0.5399
0.4944 0.7695 0.4230 2.9714 0.0424 0.0779 0.5750 0.9743 0.5539
0.4944 0.7695 0.4230 2.9712 0.0424 0.0779 0.5750 0.9743 0.5679
0.4944 0.7694 0.4230 2.9710 0.0424 0.0779 0.5750 0.9742 0.5818
0.4943 0.7694 0.4229 2.9708 0.0424 0.0779 0.5749 0.9741 0.5958
0.4943 0.7693 0.4229 2.9706 0.0424 0.0778 0.5749 0.9741 0.6098
0.4943 0.7693 0.4229 2.9704 0.0424 0.0778 0.5748 0.9740 0.6238
0.4942 0.7692 0.4229 2.9702 0.0424 0.0778 0.5748 0.9739 0.6378
0.4942 0.7692 0.4228 2.9700 0.0424 0.0778 0.5748 0.9739 0.6518
0.4942 0.7691 0.4228 2.9698 0.0424 0.0778 0.5747 0.9738 0.6658
0.4941 0.7691 0.4228 2.9696 0.0423 0.0778 0.5747 0.9737 0.6798
0.4941 0.7690 0.4227 2.9694 0.0423 0.0778 0.5747 0.9737 0.6939
0.4941 0.7689 0.4227 2.9692 0.0423 0.0778 0.5746 0.9736 0.7079
0.4940 0.7689 0.4227 2.9690 0.0423 0.0778 0.5746 0.9735 0.7219
0.4940 0.7688 0.4227 2.9688 0.0423 0.0778 0.5745 0.9735 0.7360
0.4940 0.7688 0.4226 2.9686 0.0423 0.0778 0.5745 0.9734 0.7500
0.4939 0.7687 0.4226 2.9684 0.0423 0.0778 0.5745 0.9734 0.7641
0.4939 0.7687 0.4226 2.9682 0.0423 0.0778 0.5744 0.9733 0.7781
0.4939 0.7686 0.4225 2.9680 0.0423 0.0778 0.5744 0.9732 0.7922
0.4938 0.7686 0.4225 2.9678 0.0423 0.0778 0.5743 0.9732 0.8063
0.4938 0.7685 0.4225 2.9676 0.0423 0.0778 0.5743 0.9731 0.8203
0.4938 0.7685 0.4225 2.9674 0.0423 0.0778 0.5743 0.9730 0.8344
0.4937 0.7684 0.4224 2.9672 0.0423 0.0778 0.5742 0.9730 0.8485
0.4937 0.7684 0.4224 2.9670 0.0423 0.0778 0.5742 0.9729 0.8626
0.4937 0.7683 0.4224 2.9668 0.0423 0.0777 0.5741 0.9728 0.8767
0.4936 0.7683 0.4224 2.9666 0.0423 0.0777 0.5741 0.9728 0.8908
0.4936 0.7682 0.4223 2.9664 0.0423 0.0777 0.5741 0.9727 0.9049
0.4936 0.7682 0.4223 2.9662 0.0423 0.0777 0.5740 0.9726 0.9190
0.4935 0.7681 0.4223 2.9660 0.0423 0.0777 0.5740 0.9726 0.9332
0.4935 0.7681 0.4222 2.9658 0.0423 0.0777 0.5740 0.9725 0.9473
0.4935 0.7680 0.4222 2.9656 0.0423 0.0777 0.5739 0.9724 0.9614
0.4934 0.7680 0.4222 2.9654 0.0423 0.0777 0.5739 0.9724 0.9756
0.4934 0.7679 0.4222 2.9652 0.0423 0.0777 0.5738 0.9723 0.9897
0.4934 0.7679 0.4221 2.9650 0.0423 0.0777 0.5738 0.9722 1.0039
0.4933 0.7678 0.4221 2.9648 0.0423 0.0777 0.5738 0.9722 1.0180
0.4933 0.7678 0.4221 2.9646 0.0423 0.0777 0.5737 0.9721 1.0322
0.4933 0.7677 0.4220 2.9644 0.0423 0.0777 0.5737 0.9720 1.0464
