2.700279999999999792e+00 -1.920984264176319942e-02 4.725177160275186028e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.804192896098866086e-02 9.671234399999999176e-03
2.701646999999999910e+00 -2.018086048778758301e-02 4.863627164929767988e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.845541116151009686e-02 1.080548639999999970e-02
2.703014000000000028e+00 -2.118797704366118598e-02 5.005554327442199997e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.886756623076081399e-02 1.277846759999999929e-02
2.704381000000000146e+00 -2.223172942882258030e-02 5.151026778391792210e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.927853835509534181e-02 1.290192359999989963e-02
2.705747000000000124e+00 -2.331180804711664376e-02 5.300002984350038471e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.968822179638374095e-02 1.255316039999990023e-02
2.707113999999999798e+00 -2.443024313942278661e-02 5.452770612632686781e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.009746298690408120e-02 1.182245520000000001e-02
2.708480999999999916e+00 -2.558665780937468409e-02 5.609292234837713609e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.050626453900245200e-02 9.922775999999999472e-03
2.709848000000000035e+00 -2.678139984976033242e-02 5.769638852211865510e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.091498867235832268e-02 8.214453599999999370e-03
2.711215000000000153e+00 -2.801476134418614747e-02 5.933882152571537394e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.132406018152922300e-02 8.892689999999999970e-03
2.712581999999999827e+00 -2.928697533434487452e-02 6.102094496263425760e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.173396962828937962e-02 1.190655959999999992e-02
2.713948999999999945e+00 -3.059821251768527969e-02 6.274348901330283057e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.214527649561754741e-02 1.224297719999990069e-02
2.715314999999999923e+00 -3.194757584350719354e-02 6.450588485684814744e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.255830901334095390e-02 1.181782559999999989e-02
2.716682000000000041e+00 -3.333707725044302711e-02 6.631145526972538617e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.297437801928235906e-02 1.131242759999999924e-02
2.718049000000000159e+00 -3.476570765617164466e-02 6.815967414406559621e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.339396648789395156e-02 1.044592079999999944e-02
2.719415999999999833e+00 -3.623335651383038925e-02 7.005129631719139716e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.381793980336100791e-02 8.327107199999999460e-03
2.720782999999999952e+00 -3.773983537620160394e-02 7.198708233837018688e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.424724696216858294e-02 8.561673599999999884e-03
