Wavelength,H2O_NH3_Schutte,H2O_CH3OH_8p,pyroxene,CO_CO2_15Kbs,CO,olivine,H2O_CH4_10_06_a_V3,CO_CH3OH_4_1_15K_bs,all
2.70028,0.0233646082972898,0.0095374233072215,0.0206952121316053,0.1206582049933434,-0.0002129911380471,0.0038562626262626,0.0285986440398293,0.001735748201969,0.2082331124594742
2.701647,0.0232278051856975,0.0106559818090259,0.0206952121316053,0.0058589276091264,0.0004877996259259,0.0038562626262626,0.0118426984968933,0.0017830516846701,0.0784077391692073
2.703014,0.0229254751775166,0.0126016648628448,0.0206952121316053,0.0022739194566889,0.00014397701734,0.0038562626262626,0.0131896946311693,0.0017917400794519,0.0774779459828797
2.704381,0.0224459340212233,0.0127234127269867,0.0206952121316053,0.0013637663665598,0.0003719024949494,0.0038562626262626,0.0143153372605769,0.0019268928871692,0.0776987205153337
2.705747,0.0216036942238756,0.0123794750107857,0.0206952121316053,0.0098536509789853,-0.000207541560101,0.0038562626262626,0.0150903605140563,0.0020707340896683,0.0853418480151383
2.707114,0.0209693367348905,0.0116588798398954,0.0206952121316053,-0.0008896673292579,0.0001666905254208,0.0038562626262626,0.0159786343979334,0.0021064530459936,0.074541801972744
2.708481,0.0202390710146469,0.0097854845804108,0.0206952121316053,0.0095405114913846,-0.000735485023569,0.0038562626262626,0.0163269658823385,0.0022203675553553,0.0819283902584353
2.709848,0.0198301222113104,0.0081007985103463,0.0206952121316053,-0.0062013324694,0.0001338682582491,0.0038562626262626,0.0170087575562481,0.0021469988883087,0.0655706877129308
2.711215,0.0195467791118559,0.0087696508389762,0.0206952121316053,-0.007377800450853,-0.0003618769355218,0.0038562626262626,0.0168743439292609,0.002335247441915,0.0643378186935012
2.712582,0.0192556465113854,0.0117418205723421,0.0206952121316053,0.0013198683075504,-0.0007286626511784,0.0038562626262626,0.0163698638483983,0.0022078176517815,0.0747178289981474
